baseSku,name,description,price,category,imageUrl
ELE-1295,Electronics Item 1295,High quality Electronics Item 1295 for your daily needs.,104.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1296,Home & Kitchen Item 1296,High quality Home & Kitchen Item 1296 for your daily needs.,105.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1297,Clothing Item 1297,High quality Clothing Item 1297 for your daily needs.,106.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1298,Groceries Item 1298,High quality Groceries Item 1298 for your daily needs.,107.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1299,Beauty Item 1299,High quality Beauty Item 1299 for your daily needs.,108.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1300,Electronics Item 1300,High quality Electronics Item 1300 for your daily needs.,9.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1301,Home & Kitchen Item 1301,High quality Home & Kitchen Item 1301 for your daily needs.,10.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1302,Clothing Item 1302,High quality Clothing Item 1302 for your daily needs.,11.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1303,Groceries Item 1303,High quality Groceries Item 1303 for your daily needs.,12.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1304,Beauty Item 1304,High quality Beauty Item 1304 for your daily needs.,13.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1305,Electronics Item 1305,High quality Electronics Item 1305 for your daily needs.,14.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1306,Home & Kitchen Item 1306,High quality Home & Kitchen Item 1306 for your daily needs.,15.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1307,Clothing Item 1307,High quality Clothing Item 1307 for your daily needs.,16.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1308,Groceries Item 1308,High quality Groceries Item 1308 for your daily needs.,17.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1309,Beauty Item 1309,High quality Beauty Item 1309 for your daily needs.,18.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1310,Electronics Item 1310,High quality Electronics Item 1310 for your daily needs.,19.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1311,Home & Kitchen Item 1311,High quality Home & Kitchen Item 1311 for your daily needs.,20.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1312,Clothing Item 1312,High quality Clothing Item 1312 for your daily needs.,21.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1313,Groceries Item 1313,High quality Groceries Item 1313 for your daily needs.,22.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1314,Beauty Item 1314,High quality Beauty Item 1314 for your daily needs.,23.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1315,Electronics Item 1315,High quality Electronics Item 1315 for your daily needs.,24.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1316,Home & Kitchen Item 1316,High quality Home & Kitchen Item 1316 for your daily needs.,25.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1317,Clothing Item 1317,High quality Clothing Item 1317 for your daily needs.,26.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1318,Groceries Item 1318,High quality Groceries Item 1318 for your daily needs.,27.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1319,Beauty Item 1319,High quality Beauty Item 1319 for your daily needs.,28.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1320,Electronics Item 1320,High quality Electronics Item 1320 for your daily needs.,29.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1321,Home & Kitchen Item 1321,High quality Home & Kitchen Item 1321 for your daily needs.,30.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1322,Clothing Item 1322,High quality Clothing Item 1322 for your daily needs.,31.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1323,Groceries Item 1323,High quality Groceries Item 1323 for your daily needs.,32.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1324,Beauty Item 1324,High quality Beauty Item 1324 for your daily needs.,33.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1325,Electronics Item 1325,High quality Electronics Item 1325 for your daily needs.,34.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1326,Home & Kitchen Item 1326,High quality Home & Kitchen Item 1326 for your daily needs.,35.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1327,Clothing Item 1327,High quality Clothing Item 1327 for your daily needs.,36.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1328,Groceries Item 1328,High quality Groceries Item 1328 for your daily needs.,37.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1329,Beauty Item 1329,High quality Beauty Item 1329 for your daily needs.,38.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1330,Electronics Item 1330,High quality Electronics Item 1330 for your daily needs.,39.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1331,Home & Kitchen Item 1331,High quality Home & Kitchen Item 1331 for your daily needs.,40.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1332,Clothing Item 1332,High quality Clothing Item 1332 for your daily needs.,41.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1333,Groceries Item 1333,High quality Groceries Item 1333 for your daily needs.,42.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1334,Beauty Item 1334,High quality Beauty Item 1334 for your daily needs.,43.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1335,Electronics Item 1335,High quality Electronics Item 1335 for your daily needs.,44.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1336,Home & Kitchen Item 1336,High quality Home & Kitchen Item 1336 for your daily needs.,45.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1337,Clothing Item 1337,High quality Clothing Item 1337 for your daily needs.,46.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1338,Groceries Item 1338,High quality Groceries Item 1338 for your daily needs.,47.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1339,Beauty Item 1339,High quality Beauty Item 1339 for your daily needs.,48.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1340,Electronics Item 1340,High quality Electronics Item 1340 for your daily needs.,49.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1341,Home & Kitchen Item 1341,High quality Home & Kitchen Item 1341 for your daily needs.,50.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1342,Clothing Item 1342,High quality Clothing Item 1342 for your daily needs.,51.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1343,Groceries Item 1343,High quality Groceries Item 1343 for your daily needs.,52.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1344,Beauty Item 1344,High quality Beauty Item 1344 for your daily needs.,53.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1345,Electronics Item 1345,High quality Electronics Item 1345 for your daily needs.,54.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1346,Home & Kitchen Item 1346,High quality Home & Kitchen Item 1346 for your daily needs.,55.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1347,Clothing Item 1347,High quality Clothing Item 1347 for your daily needs.,56.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1348,Groceries Item 1348,High quality Groceries Item 1348 for your daily needs.,57.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1349,Beauty Item 1349,High quality Beauty Item 1349 for your daily needs.,58.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1350,Electronics Item 1350,High quality Electronics Item 1350 for your daily needs.,59.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1351,Home & Kitchen Item 1351,High quality Home & Kitchen Item 1351 for your daily needs.,60.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1352,Clothing Item 1352,High quality Clothing Item 1352 for your daily needs.,61.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1353,Groceries Item 1353,High quality Groceries Item 1353 for your daily needs.,62.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1354,Beauty Item 1354,High quality Beauty Item 1354 for your daily needs.,63.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1355,Electronics Item 1355,High quality Electronics Item 1355 for your daily needs.,64.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1356,Home & Kitchen Item 1356,High quality Home & Kitchen Item 1356 for your daily needs.,65.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1357,Clothing Item 1357,High quality Clothing Item 1357 for your daily needs.,66.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1358,Groceries Item 1358,High quality Groceries Item 1358 for your daily needs.,67.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1359,Beauty Item 1359,High quality Beauty Item 1359 for your daily needs.,68.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1360,Electronics Item 1360,High quality Electronics Item 1360 for your daily needs.,69.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1361,Home & Kitchen Item 1361,High quality Home & Kitchen Item 1361 for your daily needs.,70.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1362,Clothing Item 1362,High quality Clothing Item 1362 for your daily needs.,71.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1363,Groceries Item 1363,High quality Groceries Item 1363 for your daily needs.,72.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1364,Beauty Item 1364,High quality Beauty Item 1364 for your daily needs.,73.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1365,Electronics Item 1365,High quality Electronics Item 1365 for your daily needs.,74.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1366,Home & Kitchen Item 1366,High quality Home & Kitchen Item 1366 for your daily needs.,75.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1367,Clothing Item 1367,High quality Clothing Item 1367 for your daily needs.,76.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1368,Groceries Item 1368,High quality Groceries Item 1368 for your daily needs.,77.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1369,Beauty Item 1369,High quality Beauty Item 1369 for your daily needs.,78.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1370,Electronics Item 1370,High quality Electronics Item 1370 for your daily needs.,79.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1371,Home & Kitchen Item 1371,High quality Home & Kitchen Item 1371 for your daily needs.,80.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1372,Clothing Item 1372,High quality Clothing Item 1372 for your daily needs.,81.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1373,Groceries Item 1373,High quality Groceries Item 1373 for your daily needs.,82.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1374,Beauty Item 1374,High quality Beauty Item 1374 for your daily needs.,83.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1375,Electronics Item 1375,High quality Electronics Item 1375 for your daily needs.,84.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1376,Home & Kitchen Item 1376,High quality Home & Kitchen Item 1376 for your daily needs.,85.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1377,Clothing Item 1377,High quality Clothing Item 1377 for your daily needs.,86.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1378,Groceries Item 1378,High quality Groceries Item 1378 for your daily needs.,87.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1379,Beauty Item 1379,High quality Beauty Item 1379 for your daily needs.,88.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1380,Electronics Item 1380,High quality Electronics Item 1380 for your daily needs.,89.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1381,Home & Kitchen Item 1381,High quality Home & Kitchen Item 1381 for your daily needs.,90.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1382,Clothing Item 1382,High quality Clothing Item 1382 for your daily needs.,91.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1383,Groceries Item 1383,High quality Groceries Item 1383 for your daily needs.,92.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1384,Beauty Item 1384,High quality Beauty Item 1384 for your daily needs.,93.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1385,Electronics Item 1385,High quality Electronics Item 1385 for your daily needs.,94.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1386,Home & Kitchen Item 1386,High quality Home & Kitchen Item 1386 for your daily needs.,95.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1387,Clothing Item 1387,High quality Clothing Item 1387 for your daily needs.,96.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1388,Groceries Item 1388,High quality Groceries Item 1388 for your daily needs.,97.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-1389,Beauty Item 1389,High quality Beauty Item 1389 for your daily needs.,98.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-1390,Electronics Item 1390,High quality Electronics Item 1390 for your daily needs.,99.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-1391,Home & Kitchen Item 1391,High quality Home & Kitchen Item 1391 for your daily needs.,100.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-1392,Clothing Item 1392,High quality Clothing Item 1392 for your daily needs.,101.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-1393,Groceries Item 1393,High quality Groceries Item 1393 for your daily needs.,102.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
